placeId,address,sub_channel,phone,latitude,longitude,status,type,googleUrl,outlet_name,ratingText,stars,numberOfReviews,websites,coldCallProbabilityWeight
JiRiXtYoZDTkRKroXhyh460o," Khasra No 3015/2, Ss Residency, Cancon Enclave, near Chintpurni Mandir, Urban Estate, Sector 4, Gurugram, Haryana 122001",HotelRelaxed hotel offering simple rooms, 0124 620 1166,28.478029,77.0155067,Available,NA,https://www.google.com/maps/place/Collection+O+Star+Key+Residency/data=!4m10!3m9!1s0x390d198ab5971889:0x4aeb78288717ba2a!5m2!4m1!1i2!8m2!3d28.478029!4d77.0155067!16s%2Fg%2F11n7zqcp45!19sChIJiRiXtYoZDTkRKroXhyh460o?authuser=0&hl=en&rclk=1,Collection O Star Key Residency,3.9 stars 129 Reviews,3.9,129,"[""https://www.oyorooms.com/h/111761?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG2260&latitude=28.47804&longitude=77.01551&locale=en""]",63.90%
JWYt2YDUYDTkRXireWRzAUZs," adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002",4-star hotelRelaxed hotel with dining & a pool, 097171 97411,28.4505688,77.0318392,Available,NA,https://www.google.com/maps/place/The+Acura+BMK/data=!4m10!3m9!1s0x390d183560768b59:0x9b51c01c59de2a5e!5m2!4m1!1i2!8m2!3d28.4505688!4d77.0318392!16s%2Fg%2F1tf147vy!19sChIJWYt2YDUYDTkRXireWRzAUZs?authuser=0&hl=en&rclk=1,"The Acura BMK₹2,784","4.0 stars 1,781 Reviews",4,"1,781","[""http://theacurabmk.com/""]",48.30%
JM_3b8lQZDTkRsdWuFxl31vk," Plot no.937/1, opp. COSCO company, near railway station, Kheri, Ashok Vihar, Sector 9, Gurugram, Haryana 122001",Hotel, 0124 620 1166,28.487488,77.011897,Available,NA,https://www.google.com/maps/place/OYO+88672+Hotel+Divyanka+Inn/data=!4m10!3m9!1s0x390d1954f2dbfd33:0xf9d6771917aed5b1!5m2!4m1!1i2!8m2!3d28.487488!4d77.011897!16s%2Fg%2F11sxy7vs92!19sChIJM_3b8lQZDTkRsdWuFxl31vk?authuser=0&hl=en&rclk=1,OYO 88672 Hotel Divyanka Inn,4.6 stars 5 Reviews,4.6,5,"[""https://www.oyorooms.com/h/177249?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG2499&latitude=28.487488&longitude=77.011897&locale=en""]",55.43%
JM9UXNmEZDTkRS8oL7LSIarI," 528, Sector 2 Rd, Pocket A, Sector 2, Choma, Gurugram, Haryana 122001",Hotel, 0124 620 1166,28.505518,77.0370015,Available,NA,https://www.google.com/maps/place/Capital+O+Hotel+Flora+Inn+Near+Ambience+Mall/data=!4m10!3m9!1s0x390d19613617d533:0xb26a88b4ec0bca4b!5m2!4m1!1i2!8m2!3d28.505518!4d77.0370015!16s%2Fg%2F11f3t206pl!19sChIJM9UXNmEZDTkRS8oL7LSIarI?authuser=0&hl=en&rclk=1,"Capital O Hotel Flora Inn Near Ambience Mall₹2,520",3.9 stars 100 Reviews,3.9,100,"[""https://www.oyorooms.com//hotels-in-Gurgaon/?utm_source=GMB_IN_SO&utm_medium=Organic&utm_campaign=GRG824&locale=en""]",62.00%
JVYi8N0MYDTkR7atpNsvVF44," 1323, Sector 31, Gurugram, Haryana 122001",2-star hotel, 0124 620 1166,28.4503394,77.044322,Available,NA,https://www.google.com/maps/place/OYO+Hotel+Golden+Leaf/data=!4m10!3m9!1s0x390d184337bc8855:0x8e17d5cb3669abed!5m2!4m1!1i2!8m2!3d28.4503394!4d77.044322!16s%2Fg%2F11ggt3hl8m!19sChIJVYi8N0MYDTkR7atpNsvVF44?authuser=0&hl=en&rclk=1,"OYO Hotel Golden Leaf₹1,600",3.9 stars 177 Reviews,3.9,177,"[""https://www.oyorooms.com/h/16591?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG820&latitude=28.45037&longitude=77.04435&locale=en""]",66.17%
JLW-emhIXDTkR-6bqCk1VS9M," 994/914 Basai Old Delhi Gurgaon Road, near Flyover, Gurugram, Haryana 122001",3-star hotel, 0124 620 1166,28.460861,76.981651,Available,NA,https://www.google.com/maps/place/Capital+O+61602+Hotel+The+Royal/data=!4m10!3m9!1s0x390d17129a9e6f2d:0xd34b554d0aeaa6fb!5m2!4m1!1i2!8m2!3d28.460861!4d76.981651!16s%2Fg%2F11hf8czjs1!19sChIJLW-emhIXDTkR-6bqCk1VS9M?authuser=0&hl=en&rclk=1,Capital O 61602 Hotel The Royal,4.1 stars 61 Reviews,4.1,61,"[""https://www.oyorooms.com/h/82682?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG1745&latitude=28.46086&longitude=76.98165&locale=en""]",60.37%
J4ZM2vkIXDTkRAXr06HcF9JI," Plot no 494, Main, Basai Rd, Basai Enclave, Basai Village, Sector 9B, Gurugram, Haryana 122001",Hotel, 0124 433 0575,28.4572171,76.9869711,Available,NA,https://www.google.com/maps/place/Hotel+O+Arya+Residency/data=!4m10!3m9!1s0x390d1742be3693e1:0x92f40577e8f47a01!5m2!4m1!1i2!8m2!3d28.4572171!4d76.9869711!16s%2Fg%2F11kp_b7m2r!19sChIJ4ZM2vkIXDTkRAXr06HcF9JI?authuser=0&hl=en&rclk=1,Hotel O Arya Residency,5.0 stars 3 Reviews,5,3,"[""https://www.oyorooms.com/211526/""]",58.87%
JN3k-sUQZDTkRwLpbE0FKXk4," New, Old Railway Rd, near Railway Station, Phase 1, Ashok Vihar, Sector 3, Gurugram, Haryana 122002",3-star hotel, 0124 620 1166,28.4840741,77.0133676,Available,NA,https://www.google.com/maps/place/OYO+Flagship+32589+Sky+Hotel+Near+INOX+Gurgaon+Dreamz/data=!4m10!3m9!1s0x390d1944b13e7937:0x4e5e4a41135bbac0!5m2!4m1!1i2!8m2!3d28.4840741!4d77.0133676!16s%2Fg%2F11fm6v9xdm!19sChIJN3k-sUQZDTkRwLpbE0FKXk4?authuser=0&hl=en&rclk=1,OYO Flagship 32589 Sky Hotel Near INOX Gurgaon Dreamz,3.7 stars 82 Reviews,3.7,82,"[""https://www.oyorooms.com/2369/""]",58.52%
J_-JyhLkZDTkRU5xHUsQS2K8," Plot No 2302, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122001",3-star hotel, 0124 433 0575,28.470175,77.0824122,Available,NA,https://www.google.com/maps/place/Royal+Hotel/data=!4m10!3m9!1s0x390d19b98472e2ff:0xafd812c452479c53!5m2!4m1!1i2!8m2!3d28.470175!4d77.0824122!16s%2Fg%2F11smnyh5dn!19sChIJ_-JyhLkZDTkRU5xHUsQS2K8?authuser=0&hl=en&rclk=1,Royal Hotel₹818,3.0 stars 199 Reviews,3,199,"[""https://www.oyorooms.com/169844/""]",57.97%
Jfb1ZGZsXDTkRg3nAITKso14," Sector 3A, Laxman Vihar, Sector 4, Gurugram, Haryana 122001",Hotel, 0124 433 0575,28.4786023,77.0084154,Available,NA,https://www.google.com/maps/place/Super+OYO+Flagship+Esscon+House/data=!4m10!3m9!1s0x390d179b1959bd7d:0x5ea3ac3221c07983!5m2!4m1!1i2!8m2!3d28.4786023!4d77.0084154!16s%2Fg%2F11v3mchyjq!19sChIJfb1ZGZsXDTkRg3nAITKso14?authuser=0&hl=en&rclk=1,Super OYO Flagship Esscon House,4.6 stars 12 Reviews,4.6,12,"[""https://www.oyorooms.com/216847/""]",57.21%
JRU_hfK0ZDTkRmuwgwPQ_cDM," Q5, Block N, New Palam Vihar Phase 1, Sector 110, Gurugram, Pawala Khasrupur, Haryana 122017",Hotel, 093550 00962,28.5073513,77.0151354,Available,NA,https://www.google.com/maps/place/Rsk+Crown+Plaza/data=!4m10!3m9!1s0x390d19ad7ce14f45:0x33703ff4c020ec9a!5m2!4m1!1i2!8m2!3d28.5073513!4d77.0151354!16s%2Fg%2F11t72tkvtw!19sChIJRU_hfK0ZDTkRmuwgwPQ_cDM?authuser=0&hl=en&rclk=1,Rsk Crown Plaza,4.5 stars 58 Reviews,4.5,58,"[""NA""]",68.01%
J3-PpEgYZDTkRA3FAMu-E6AI," 1139, opposite Trimurty heights Apartment, opposite medanta the medicity hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122003",HotelUnpretentious hotel with Wi-Fi, 0124 632 7386,28.4406838,77.0437164,Available,NA,https://www.google.com/maps/place/360+Degree+hotel+near+medanta+hospital+Rajiv+chowk+gurugram/data=!4m10!3m9!1s0x390d190612e9e3df:0x2e884ef32407103!5m2!4m1!1i2!8m2!3d28.4406838!4d77.0437164!16s%2Fg%2F11kbtg_nx5!19sChIJ3-PpEgYZDTkRA3FAMu-E6AI?authuser=0&hl=en&rclk=1,"360 Degree hotel near medanta hospital Rajiv chowk gurugram₹2,464",4.8 stars 389 Reviews,4.8,389,"[""NA""]",83.87%
JU6eIyfUXDTkRunuHeTS9MaA," 598/01, Opposite Orient Craft Near Hero Honda, Chowk, Khandsa Rd, Gurugram, Haryana 122001",3-star hotelUnassuming hotel with breakfast, 0124 620 1166,28.4378701,77.0063927,Available,NA,https://www.google.com/maps/place/OYO+24638+Hotel+Pace/data=!4m10!3m9!1s0x390d17f5c988a753:0xa031bd3479877bba!5m2!4m1!1i2!8m2!3d28.4378701!4d77.0063927!16s%2Fg%2F11b73sr2s1!19sChIJU6eIyfUXDTkRunuHeTS9MaA?authuser=0&hl=en&rclk=1,"OYO 24638 Hotel Pace₹1,960",3.5 stars 629 Reviews,3.5,629,"[""https://www.oyorooms.com/h/46812?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG1164&latitude=28.43788&longitude=77.00639&locale=en""]",68.88%
J02Bkw2gYDTkRTp9KZwPMeG8," GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001",3-star hotelRelaxed hotel with parking & dining, 095992 40192,28.4412922,77.0429505,Available,NA,https://www.google.com/maps/place/Gazebo+Inn+%26+Suites/data=!4m10!3m9!1s0x390d1868c36460d3:0x6f78cc03674a9f4e!5m2!4m1!1i2!8m2!3d28.4412922!4d77.0429505!16s%2Fg%2F11bw64wtt9!19sChIJ02Bkw2gYDTkRTp9KZwPMeG8?authuser=0&hl=en&rclk=1,"Gazebo Inn & Suites₹2,383","4.3 stars 1,263 Reviews",4.3,"1,263","[""NA""]",55.30%
Jbe0Wa9oZDTkR_jLO_rumWio," 1 H block, ashok vihar phase3, behing TVS showroom, Palam Vihar Rd, Gurugram, Haryana 122016",Hotel, 0124 620 1166,28.5004097,77.0273261,Available,NA,https://www.google.com/maps/place/Hotel+O+Royal+Villa/data=!4m10!3m9!1s0x390d19da6b16ed6d:0x2a5aa6bbfece32fe!5m2!4m1!1i2!8m2!3d28.5004097!4d77.0273261!16s%2Fg%2F11h9373wd9!19sChIJbe0Wa9oZDTkR_jLO_rumWio?authuser=0&hl=en&rclk=1,Hotel O Royal Villa,3.6 stars 175 Reviews,3.6,175,"[""https://www.oyorooms.com/89452/""]",63.09%
JZ9aX29AZDTkR3JTIYJHeFbg," Block P, Block G, Sushant Lok 2, Gurugram, Haryana 122001",Hotel, 0124 620 1166,28.45547,77.0219,Available,NA,https://www.google.com/maps/place/POP+91627+Royal+Residency/data=!4m10!3m9!1s0x390d19d0db97d667:0xb815de9160c894dc!5m2!4m1!1i2!8m2!3d28.45547!4d77.0219!16s%2Fg%2F11s4s_vsm2!19sChIJZ9aX29AZDTkR3JTIYJHeFbg?authuser=0&hl=en&rclk=1,"POP 91627 Royal Residency₹2,707",1.0 stars 1 Reviews,1,1,"[""https://www.oyorooms.com/h/187575?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG2574&latitude=28.45547&longitude=77.0219&locale=en""]",18.30%
Jm0J_DeYZDTkR1rIAEFVXQl8," Plot No. 1, Gates No.1, Palam Vihar Rd, opposite C2, Block, near Blossom School, Block C 2, Sector 3, Gurugram, Haryana 122001",3-star hotelCasual budget hotel with free Wi-Fi, 0124 620 1166,28.494806,77.020639,Available,NA,https://www.google.com/maps/place/OYO+8240+Maan+Residency/data=!4m10!3m9!1s0x390d19e60d7f429b:0x5f4257551000b2d6!5m2!4m1!1i2!8m2!3d28.494806!4d77.020639!16s%2Fg%2F11c70hf3xl!19sChIJm0J_DeYZDTkR1rIAEFVXQl8?authuser=0&hl=en&rclk=1,OYO 8240 Maan Residency,3.4 stars 268 Reviews,3.4,268,"[""https://www.oyorooms.com/13625/""]",63.85%
JK9Os0YAdDTkRUs6e7lqCaZc," Plot No 3, New Colony, Sai Lane, opposite Sai Baba Mandir, Gurugram, Haryana 122001",Hotel, 084484 41460,28.4656525,77.0203178,Available,NA,https://www.google.com/maps/place/Star+Stay+Hotel/data=!4m10!3m9!1s0x390d1d80d1acd32b:0x9769825aee9ece52!5m2!4m1!1i2!8m2!3d28.4656525!4d77.0203178!16s%2Fg%2F11s9dhsg_k!19sChIJK9Os0YAdDTkRUs6e7lqCaZc?authuser=0&hl=en&rclk=1,Star Stay Hotel,4.8 stars 169 Reviews,4.8,169,"[""http://starstayhotel.in/""]",74.85%
JVagK3OEZDTkRXab4ORD0t1A," H.n 717, Sector 23 Rd, Palam Vihar, Gurugram, Haryana 122017",Hotel, 093198 56700,28.5096691,77.0437989,Available,NA,https://www.google.com/maps/place/Prince+Villa+Guest+House/data=!4m10!3m9!1s0x390d19e1dc0aa855:0x50b7f41039f8a65d!5m2!4m1!1i2!8m2!3d28.5096691!4d77.0437989!16s%2Fg%2F11rxrlwjs6!19sChIJVagK3OEZDTkRXab4ORD0t1A?authuser=0&hl=en&rclk=1,"Prince Villa Guest House₹1,967",4.3 stars 103 Reviews,4.3,103,"[""NA""]",70.22%
Js2P9s8kZDTkRkrXn_WKBGqk," 285Janak Puri C Block, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001",Hotel, 0124 433 0575,28.4407425,77.044734,Available,NA,https://www.google.com/maps/place/Hotel+O+The+Royal+Guest+House/data=!4m10!3m9!1s0x390d19c9b3fd63b3:0xa91a8162fde7b592!5m2!4m1!1i2!8m2!3d28.4407425!4d77.044734!16s%2Fg%2F11tsz_nzbt!19sChIJs2P9s8kZDTkRkrXn_WKBGqk?authuser=0&hl=en&rclk=1,"Hotel O The Royal Guest House₹2,386",4.5 stars 17 Reviews,4.5,17,"[""https://www.oyorooms.com/204720/""]",57.36%
Ju4KiTt8ZDTkRazzz7jRurOY," 93/94, Block - E, Sheetla Colony, Ashok Vihar Phase II, Gurugram, Haryana 122006",3-star hotelUnassuming budget hotel with breakfast, 0124 620 1166,28.4806024,77.0263723,Available,NA,https://www.google.com/maps/place/OYO+37833+Hotel+Safe+Stay/data=!4m10!3m9!1s0x390d19df4ea282bb:0xe6ac6e34eef33c6b!5m2!4m1!1i2!8m2!3d28.4806024!4d77.0263723!16s%2Fg%2F11hzhvpfd1!19sChIJu4KiTt8ZDTkRazzz7jRurOY?authuser=0&hl=en&rclk=1,OYO 37833 Hotel Safe Stay,4.0 stars 77 Reviews,4,77,"[""https://www.oyorooms.com/h/56588?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG1406&latitude=28.4806&longitude=77.02638&locale=en""]",61.05%
JF1rwqbA_DTkRKDUXfcJj9g4," near Golden City, Sector 9, Imt Manesar, Gurugram, Haryana 122052",Hotel, 0124 433 0575,28.3853718,76.8937761,Available,NA,https://www.google.com/maps/place/Chawla%27s+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x390d3fb0a9f05a17:0xef663c27d173528!5m2!4m1!1i2!8m2!3d28.3853718!4d76.8937761!16s%2Fg%2F11vq2nvcz3!19sChIJF1rwqbA_DTkRKDUXfcJj9g4?authuser=0&hl=en&rclk=1,Chawla's Hotel & Restaurant,4.2 stars 37 Reviews,4.2,37,"[""https://www.oyorooms.com/227717/""]",58.10%
JO0ntYVo_DTkRLY26getXC_E," opp. plot no. 446, k sec 8, Imt Manesar, Gurugram, Haryana 122052",Hotel, 097188 31113,28.3806267,76.8908273,Available,NA,https://www.google.com/maps/place/Hotel+S.+International/data=!4m10!3m9!1s0x390d3f5a61ed493b:0xf10b57eb81ba8d2d!5m2!4m1!1i2!8m2!3d28.3806267!4d76.8908273!16s%2Fg%2F11mvsgyygf!19sChIJO0ntYVo_DTkRLY26getXC_E?authuser=0&hl=en&rclk=1,Hotel S. International,4.2 stars 143 Reviews,4.2,143,"[""NA""]",71.65%
Jm053GEI-DTkRwKJuNdfAyLw," 446 E, Sector 8, Imt Manesar, Gurugram, Haryana 122050",3-star hotelLaid-back hotel with colourful rooms, 078350 20005,28.3810035,76.8864609,Available,NA,https://www.google.com/maps/place/JPS+Residency+%26+Hospitality+Services/data=!4m10!3m9!1s0x390d3e4218774e9b:0xbcc8c0d7356ea2c0!5m2!4m1!1i2!8m2!3d28.3810035!4d76.8864609!16s%2Fg%2F11bt_j95g5!19sChIJm053GEI-DTkRwKJuNdfAyLw?authuser=0&hl=en&rclk=1,JPS Residency & Hospitality Services,"4.0 stars 1,952 Reviews",4,"1,952","[""http://www.jpsresidency.in/""]",48.30%
JOb3cZ9E_DTkRJxrLWfFzqS4," 1 Behind DC office, IMT Manesar, Sector 8, Manesar, Gurugram, Haryana 122051",3-star hotel, 0124 620 1166,28.3749232,76.8953345,Available,NA,https://www.google.com/maps/place/OYO+Mahak+Residency/data=!4m10!3m9!1s0x390d3fd167dcbd39:0x2ea973f159cb1a27!5m2!4m1!1i2!8m2!3d28.3749232!4d76.8953345!16s%2Fg%2F11f7r44fjm!19sChIJOb3cZ9E_DTkRJxrLWfFzqS4?authuser=0&hl=en&rclk=1,OYO Mahak Residency,3.7 stars 146 Reviews,3.7,146,"[""https://www.oyorooms.com/h/38328?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=MNS013&latitude=28.37492&longitude=76.89533&locale=en""]",62.80%
JRRr_gFYjDTkRVtJ9ZdjdHTs," Plot No- 2731, near Bikaner Wala, Block A, Sushant Lok III, Sector 57, Gurugram, Haryana 122003",Hotel, 074790 00111,28.4158942,77.0837503,Available,NA,https://www.google.com/maps/place/Lime+Tree+Hotel+Golf+Course+Ext.+Gurgaon/data=!4m10!3m9!1s0x390d235680ff1a45:0x3b1dddd8657dd256!5m2!4m1!1i2!8m2!3d28.4158942!4d77.0837503!16s%2Fg%2F11stzshd27!19sChIJRRr_gFYjDTkRVtJ9ZdjdHTs?authuser=0&hl=en&rclk=1,"Lime Tree Hotel Golf Course Ext. Gurgaon₹1,547",4.7 stars 193 Reviews,4.7,193,"[""https://www.limetreehotels.com/hotels-in-golf-course-extension-road-gurgaon/""]",74.76%
JiavD0HgiDTkROZXbOLWvwjM," J-23, Block J, Mayfield Garden, Sector 51, Gurugram, Samaspur, Haryana 122003",Hotel, 099535 44488,28.422552,77.0628,Available,NA,https://www.google.com/maps/place/Titanium+Residency/data=!4m10!3m9!1s0x390d2278d0c3ab89:0x33c2afb538db9539!5m2!4m1!1i2!8m2!3d28.422552!4d77.0628!16s%2Fg%2F11lvfp7fty!19sChIJiavD0HgiDTkROZXbOLWvwjM?authuser=0&hl=en&rclk=1,"Titanium Residency₹2,351",4.6 stars 79 Reviews,4.6,79,"[""NA""]",71.24%
JtZ6VdGwjDTkRavLDGVuVuwU," S 354, near Omaxe mall, Block S, Uppal Southend, Sector 49, Gurugram, Haryana 122018",Open 24 hours, 095998 64441,28.4119278,77.0443496,Available,NA,https://www.google.com/maps/place/Aamantran+Residency/data=!4m10!3m9!1s0x390d236c74959eb5:0x5bb955b19c3f26a!5m2!4m1!1i2!8m2!3d28.4119278!4d77.0443496!16s%2Fg%2F11vxvntjbj!19sChIJtZ6VdGwjDTkRavLDGVuVuwU?authuser=0&hl=en&rclk=1,"Aamantran Residency₹2,135",5.0 stars 187 Reviews,5,187,"[""https://www.aamantranresidency.com/""]",77.55%
Jh3MXlKUjDTkRo6ibACe4IOE," 189, opp. DEVENDER VIHAR, Block B, Sector 56, Gurugram, Haryana 122002",Hotel, 0124 430 3188,28.4277015,77.0947859,Available,NA,https://www.google.com/maps/place/Sands+INN+GH/data=!4m10!3m9!1s0x390d23a594177387:0xe120b827009ba8a3!5m2!4m1!1i2!8m2!3d28.4277015!4d77.0947859!16s%2Fg%2F11j0d36q4x!19sChIJh3MXlKUjDTkRo6ibACe4IOE?authuser=0&hl=en&rclk=1,"Sands INN GH₹1,201",3.2 stars 31 Reviews,3.2,31,"[""http://www.sandsinn.in/""]",47.10%
Jk52GIJUjDTkRFLn_-Jkhn3Y," Block P, 2520, Block G, Sushant Lok 2, Gurugram, Haryana 122001",Hotel, 0124 433 0599,28.4275497,77.090812,Available,NA,https://www.google.com/maps/place/Super+Townhouse+Sector+57+Gurgaon+Near+Hong+Kong+Bazaar/data=!4m10!3m9!1s0x390d239520869d93:0x769f2199f8ffb914!5m2!4m1!1i2!8m2!3d28.4275497!4d77.090812!16s%2Fg%2F11k4xqq0z0!19sChIJk52GIJUjDTkRFLn_-Jkhn3Y?authuser=0&hl=en&rclk=1,"Super Townhouse Sector 57 Gurgaon Near Hong Kong Bazaar₹1,638",3.8 stars 19 Reviews,3.8,19,"[""https://www.oyorooms.com/201212/""]",50.79%
Jc9nUFqgYDTkRLusxIdi-tzQ," Plot No.188, Apartments, opposite Devender Vihar, Block B, Sector 56, Gurugram, Haryana 122011",3-star hotelLow-key budget hotel with meals & Wi-Fi, 0124 620 1166,28.427781,77.094713,Available,NA,https://www.google.com/maps/place/OYO+9298+Hotel+Sands+Inn/data=!4m10!3m9!1s0x390d18a816d4d973:0x34b7bed82131eb2e!5m2!4m1!1i2!8m2!3d28.427781!4d77.094713!16s%2Fg%2F1hc5yqs2n!19sChIJc9nUFqgYDTkRLusxIdi-tzQ?authuser=0&hl=en&rclk=1,"OYO 9298 Hotel Sands Inn₹1,548",3.4 stars 275 Reviews,3.4,275,"[""https://www.oyorooms.com/h/4242?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG376&latitude=28.42779&longitude=77.09468&locale=en""]",64.00%
JU6KVUFQjDTkRmk-hsJwIW4A," Monada, Marbella Villas, Golf Course Ext Rd, Badshahpur, Sector 66, Gurugram, Haryana 122001",Serviced accommodation, 085888 88655,28.3996646,77.0621657,Available,NA,"https://www.google.com/maps/place/BedChambers+Serviced+Apartments,+Gurgaon/data=!4m10!3m9!1s0x390d23545095a253:0x805b089cb0a14f9a!5m2!4m1!1i2!8m2!3d28.3996646!4d77.0621657!16s%2Fg%2F11kgs7_61w!19sChIJU6KVUFQjDTkRmk-hsJwIW4A?authuser=0&hl=en&rclk=1","BedChambers Serviced Apartments, Gurgaon₹6,774",5.0 stars 17 Reviews,5,17,"[""http://www.bedchambers.in/""]",62.36%
JBbR6fhoZDTkRhqnn6Jz2xRY," 1, Vikas Marg, HospitalGurgaon, Artemis Hospital Rd, Huda Colony, Sector 51, Haryana 122018",HotelCasual hotel featuring a restaurant, 0124 620 1166,28.4248916,77.0696669,Available,NA,https://www.google.com/maps/place/OYO+Townhouse+290+Wedding+Huts+Near+Bestech+Central+Square+Mall/data=!4m10!3m9!1s0x390d191a7e7ab405:0x16c5f69ce8e7a986!5m2!4m1!1i2!8m2!3d28.4248916!4d77.0696669!16s%2Fg%2F11lgt7fbyp!19sChIJBbR6fhoZDTkRhqnn6Jz2xRY?authuser=0&hl=en&rclk=1,"OYO Townhouse 290 Wedding Huts Near Bestech Central Square Mall₹1,443",3.1 stars 172 Reviews,3.1,172,"[""https://www.oyorooms.com/107633/""]",57.97%
JK4G0s2QjDTkRKOWBeUxLDiw," Element One Mall, Sector 49, Fatehpur, Gurugram, Haryana 122018 Located in: Elements One Mall",Hotel, 092667 06444,28.4199558,77.0505997,Available,NA,https://www.google.com/maps/place/Bastiat+Stays+%7C+Culture+Cove/data=!4m10!3m9!1s0x390d2364b3b4812b:0x2c0e4b4c7981e528!5m2!4m1!1i2!8m2!3d28.4199558!4d77.0505997!16s%2Fg%2F11lntfy34l!19sChIJK4G0s2QjDTkRKOWBeUxLDiw?authuser=0&hl=en&rclk=1,"Bastiat Stays | Culture Cove₹3,288",4.6 stars 24 Reviews,4.6,24,"[""https://bastiat.in/""]",59.81%
JLxOOJYciDTkRY7avvow7ARg," South Patio Club, Block-D, South City II, Sector 50, Gurugram, Haryana 122018",Club, 088601 81779,28.4177513,77.0541462,Available,NA,https://www.google.com/maps/place/Club+South+Patio/data=!4m10!3m9!1s0x390d2287258e132f:0x18013b8cbeafb663!5m2!4m1!1i2!8m2!3d28.4177513!4d77.0541462!16s%2Fg%2F1v62g0yg!19sChIJLxOOJYciDTkRY7avvow7ARg?authuser=0&hl=en&rclk=1,"Club South Patio₹4,613","4.3 stars 1,858 Reviews",4.3,"1,858","[""NA""]",55.30%
JWSPVPnAZDTkRLC1dGjTRJMI," A-249, Sector 72A, Sector 72, Gurugram, Haryana 122022",Hotel, 0124 433 0575,28.42326,77.02092,Available,NA,https://www.google.com/maps/place/OYO+Hotel+Star+Corporate+Suite+3/data=!4m10!3m9!1s0x390d19703ed52359:0xc224d1341a5d2d2c!5m2!4m1!1i2!8m2!3d28.42326!4d77.02092!16s%2Fg%2F11l6qcp8ct!19sChIJWSPVPnAZDTkRLC1dGjTRJMI?authuser=0&hl=en&rclk=1,"OYO Hotel Star Corporate Suite 3₹1,232",3.9 stars 18 Reviews,3.9,18,"[""https://www.oyorooms.com/222268/""]",51.58%
Jcx52W14jDTkRStVkXMBbnrE," SR 8, near Park Hospital, Malibu Town, Sector 47, Gurugram, Fatehpur, Haryana 122018",Serviced accommodation, 090909 08778,28.422952,77.0532684,Available,NA,https://www.google.com/maps/place/Housr+Malibu/data=!4m10!3m9!1s0x390d235e5b761e73:0xb19e5bc05c64d54a!5m2!4m1!1i2!8m2!3d28.422952!4d77.0532684!16s%2Fg%2F11jl0g4phh!19sChIJcx52W14jDTkRStVkXMBbnrE?authuser=0&hl=en&rclk=1,"Housr Malibu₹3,727",4.7 stars 69 Reviews,4.7,69,"[""https://housr.in/gurgaon/coliving-in-sector-47/Housr-Malibu-Town""]",67.25%
JW6DQRIAZDTkR5JXS-ZnJD9U," 2420P, near SCOTTISH HIGH INTERNATIONAL SCHOOL, Block P, Block G, Sushant Lok 2, Sector 57, Gurugram, Haryana 122001",3-star hotel, 0124 620 1166,28.4274641,77.090824,Available,NA,https://www.google.com/maps/place/OYO+Townhouse+089+Hongkong+Bazaar/data=!4m10!3m9!1s0x390d198044d0a05b:0xd50fc999f9d295e4!5m2!4m1!1i2!8m2!3d28.4274641!4d77.090824!16s%2Fg%2F11h0368tdz!19sChIJW6DQRIAZDTkR5JXS-ZnJD9U?authuser=0&hl=en&rclk=1,"OYO Townhouse 089 Hongkong Bazaar₹1,926",3.7 stars 334 Reviews,3.7,334,"[""https://www.oyorooms.com/hotels-in-Gurgaon/?utm_source=Google_gmb_so&utm_medium=Organic&utm_campaign=GRG1172""]",68.09%
JjWZ9vZYiDTkRMGAOlwHZfJw," Near, Badshahpur Sohna Rd Hwy, Tatvam Villas, Sector 48, Gurugram, Haryana 122018",Club, 0124 490 9480,28.4063985,77.0381085,Available,NA,https://www.google.com/maps/place/V+Club/data=!4m10!3m9!1s0x390d2296bd7d668d:0x9c7cd901970e6030!5m2!4m1!1i2!8m2!3d28.4063985!4d77.0381085!16s%2Fg%2F11cmhwtmkk!19sChIJjWZ9vZYiDTkRMGAOlwHZfJw?authuser=0&hl=en&rclk=1,"V Club₹6,160","4.3 stars 2,861 Reviews",4.3,"2,861","[""http://www.vclubgurgaon.com/""]",51.59%
